,price,size_stand,municipality_stand,distance_stand,status_stand,floor_stand,hasLift_stand,propertyType_chalet_stand,propertyType_countryHouse_stand,propertyType_duplex_stand,propertyType_flat_stand,propertyType_penthouse_stand,propertyType_studio_stand,exterior_False_stand,exterior_True_stand,rooms_0_stand,rooms_1_stand,rooms_2_stand,rooms_3_stand,rooms_4_stand,bathrooms_1_stand,bathrooms_2_stand,bathrooms_3_stand
0,750.0,0.011443008996666997,0.7626054532246545,-0.7140880325609481,0.28997725728298596,0.48084117477612687,0.950489247103489,-0.09258200997725514,-0.05330017908890262,-0.20321893391917212,0.5238017096640021,-0.1707469441906277,-0.39670776294437177,-0.48846339804336425,0.4884633980433642,-0.4014775342734831,1.3846860192479835,-0.7542472332656507,-0.4156410411437451,-0.09258200997725514,0.34732538150115183,-0.3421821263522347,-0.053300179088902604
1,750.0,0.43221198564494107,0.31088830908273035,-0.04093216090828697,0.28997725728298596,-0.96637462026824,-0.7600623124323939,-0.09258200997725514,-0.05330017908890262,-0.20321893391917212,0.5238017096640021,-0.1707469441906277,-0.39670776294437177,-0.48846339804336425,0.4884633980433642,-0.4014775342734831,-0.722185380728474,1.3258252147247767,-0.4156410411437451,-0.09258200997725514,0.34732538150115183,-0.3421821263522347,-0.053300179088902604
2,400.0,0.3059812926504588,-4.730339689798528,2.8338011267291647,0.28997725728298596,0.3593168594931867,-0.7600623124323939,-0.09258200997725514,-0.05330017908890262,-0.20321893391917212,-1.9091193891701126,5.85662018573853,-0.39670776294437177,-0.48846339804336425,0.4884633980433642,-0.4014775342734831,-0.722185380728474,1.3258252147247767,-0.4156410411437451,-0.09258200997725514,-2.879144609812179,2.9224203223596263,-0.053300179088902604
3,590.0,0.43221198564494107,-2.0560147340527095,2.948728375347949,0.28997725728298596,-1.5937201696606793,-0.7600623124323939,-0.09258200997725514,-0.05330017908890262,-0.20321893391917212,0.5238017096640021,-0.1707469441906277,-0.39670776294437177,-0.48846339804336425,0.4884633980433642,-0.4014775342734831,-0.722185380728474,-0.7542472332656507,2.405922180466679,-0.09258200997725514,-2.879144609812179,2.9224203223596263,-0.053300179088902604
4,684.0,-0.6197104559757441,0.7626054532246545,-0.4466142623028255,-4.112120262444529,-1.5937201696606793,-2.389727594132846,-0.09258200997725514,-0.05330017908890262,-0.20321893391917212,-1.9091193891701126,-0.1707469441906277,2.520747243709029,-0.48846339804336425,0.4884633980433642,2.4907993963089563,-0.722185380728474,-0.7542472332656507,-0.4156410411437451,-0.09258200997725514,0.34732538150115183,-0.3421821263522347,-0.053300179088902604
5,600.0,0.5584426786394233,-1.9152607890134548,1.5050056264609175,0.28997725728298596,0.48084117477612687,-0.7600623124323939,-0.09258200997725514,-0.05330017908890262,-0.20321893391917212,0.5238017096640021,-0.1707469441906277,-0.39670776294437177,-0.48846339804336425,0.4884633980433642,-0.4014775342734831,-0.722185380728474,1.3258252147247767,-0.4156410411437451,-0.09258200997725514,0.34732538150115183,-0.3421821263522347,-0.053300179088902604
6,600.0,0.4742888833097685,-1.7423744832840578,2.027093140443614,0.28997725728298596,0.7857309593987072,-0.7600623124323939,-0.09258200997725514,-0.05330017908890262,4.9208013284713825,-1.9091193891701126,-0.1707469441906277,-0.39670776294437177,-0.48846339804336425,0.4884633980433642,-0.4014775342734831,1.3846860192479835,-0.7542472332656507,-0.4156410411437451,-0.09258200997725514,0.34732538150115183,-0.3421821263522347,-0.053300179088902604
7,550.0,-0.28309527465712486,0.7626054532246545,-0.9379559657225545,0.28997725728298596,0.7857309593987072,-0.7600623124323939,-0.09258200997725514,-0.05330017908890262,-0.20321893391917212,0.5238017096640021,-0.1707469441906277,-0.39670776294437177,-0.48846339804336425,0.4884633980433642,-0.4014775342734831,1.3846860192479835,-0.7542472332656507,-0.4156410411437451,-0.09258200997725514,0.34732538150115183,-0.3421821263522347,-0.053300179088902604
8,700.0,-1.33501771627781,0.7626054532246545,-0.822585267912958,0.28997725728298596,0.7857309593987072,-0.7600623124323939,-0.09258200997725514,-0.05330017908890262,-0.20321893391917212,-1.9091193891701126,-0.1707469441906277,2.520747243709029,-0.48846339804336425,0.4884633980433642,2.4907993963089563,-0.722185380728474,-0.7542472332656507,-0.4156410411437451,-0.09258200997725514,0.34732538150115183,-0.3421821263522347,-0.053300179088902604
9,700.0,1.1054423482821796,-0.5077213386209055,1.0682820817095369,0.28997725728298596,0.48084117477612687,0.950489247103489,-0.09258200997725514,-0.05330017908890262,4.9208013284713825,-1.9091193891701126,-0.1707469441906277,-0.39670776294437177,-0.48846339804336425,0.4884633980433642,-0.4014775342734831,-0.722185380728474,1.3258252147247767,-0.4156410411437451,-0.09258200997725514,0.34732538150115183,-0.3421821263522347,-0.053300179088902604
